Size (sq. ft.),Bedrooms,Bathrooms,Age of House (Years),Distance to City Center (Miles),Price
3338.310364315883,3,3,48,11.902403999689684,3055780.020268465
4917.1824817540955,1,3,39,6.724945691059008,3393765.245160185
1436.4736590484015,1,1,14,2.606311425907081,1460783.5191103765
4087.4185116688864,3,3,9,13.686373435094461,3589654.7052368717
4594.754692630325,3,1,32,0.10959459552118747,3599858.3725090562
4752.287008408972,2,2,8,6.641471672858347,3567986.9888516366
4824.596659383968,3,4,48,4.439074693050733,4148189.753935287
2894.4224103744764,4,4,32,7.831815471046936,3495247.813870617
4900.154795162616,4,4,8,6.294233739,4648865.640914222
3932.164911391531,4,3,13,14.113919887069954,3783476.976058684
1311.3543194426322,4,4,31,5.2781004066700845,2759788.0696922317
2698.3604684590678,4,2,36,11.258931877190504,2908674.5147900414
3760.6571716368176,2,1,5,9.169831558152934,2836604.8727596677
1688.2973896039666,1,4,4,16.04104436,1968000.7257827627
3418.7068076151045,3,1,3,8.619040508457099,2986645.5117427283
3533.0421078051245,1,1,47,17.291133950838105,2050371.2929901173
1315.8788727576898,3,4,15,0.10290077538433559,2645554.3389754756
3086.375374792128,2,4,9,12.136243468592431,3020135.736128533
3995.1584083058738,2,4,30,0.295159171,3606348.9388306574
2795.1409239581444,5,3,30,14.307293034535142,3426097.5193926874
653.2537138148726,5,4,13,4.774955796381346,2830800.6590841273
639.7692639488856,2,3,12,7.661626910285274,1671325.0118730546
2170.9291134680534,2,2,3,7.670706534042726,2281723.3441574895
4675.253901099841,3,1,45,16.943806125361842,3238423.746147001
1606.1778302558787,2,2,25,2.131645942,2000128.9143968609
3391.2002310354233,1,4,23,13.371249371670224,2777848.0461886246
1577.1338310506105,3,1,8,19.627010900964656,1820699.6156103294
2015.3479545020139,2,4,34,0.5454501398384448,2591437.892558556
4331.385194,3,4,41,19.32129455536014,3638939.6241203793
3806.9903459877664,3,1,14,0.46625410597643835,3288843.0089786723
1019.7568201781268,4,2,23,16.838874223335342,2022773.8437266739
2486.288892340308,5,4,30,19.228763951216273,3373242.085250146
728.3469600391636,3,1,18,19.86124490721114,1341621.4999796762
2715.916645,3,2,1,9.236514685313987,2832900.9469246576
3514.7096514846994,4,3,1,17.35245437437919,3569978.6563590835
1121.4115438318668,2,2,40,2.534556906,1674687.5518944678
1871.0937312003289,3,2,35,8.565148338423802,2253916.816936006
2350.4811522094906,4,1,36,6.228702026042227,2635339.4536882183
4645.936508486619,1,2,33,7.964023307080862,3063360.7062060093
4970.322067861041,4,3,38,14.069418960061403,4178445.573
797.6097155807098,5,3,18,1.8408559808508294,2736660.6562776556
3948.434863379725,5,4,37,19.96346281053973,4054621.093583385
2235.585892,2,3,22,12.73783646,2317709.1348927785
2326.816019409712,2,4,15,17.48299997278801,2503420.9283534135
3918.7658827268997,5,3,45,16.61094175,3866837.0245027337
4641.076301439798,5,2,43,15.343351126372246,4063344.046296772
4784.085815811213,3,4,5,0.8805482693692461,4414104.860622539
3139.3393785686117,5,3,25,10.377694824012448,3701788.7109083747
2171.3331009222125,2,2,21,6.630152686668684,2212736.415
4065.2159777786287,5,2,44,2.3474884048546207,4030331.1388965393
1704.406086354121,2,4,46,6.925505107756073,2248365.859126257
3081.9257268674783,1,1,23,12.931580442432828,2032004.173
2177.745230709442,5,2,45,4.6894659295806695,3034756.214867425
3489.1767243146546,2,2,39,8.947449042,2735312.299431071
1657.7552167314304,4,1,20,8.149435448,2330561.818
1443.0089612332333,3,4,29,1.1440129598475821,2618297.1395239825
4640.251981371923,2,3,10,12.598842334717734,3582822.062095924
1047.9362049779625,5,3,8,12.415053355621424,2700339.953
2826.2147940336995,5,2,11,19.331648654415392,3236147.3420328596
1571.7522450372392,1,1,25,6.030303810966393,1404942.964403609
771.2918386329368,4,2,37,8.437125469976216,1996576.3280212611
758.4828004822762,2,4,50,8.132388684753321,1731266.5446503889
1370.9757972656403,4,2,2,18.402903629616993,2272102.744144798
4413.789559826401,1,3,32,8.232121376,3146925.270492588
1842.9064734989172,3,1,14,8.911006469698577,2137906.0254598046
4782.020350531301,4,4,46,5.12165623,4423249.968761654
3159.138089152452,1,2,4,0.12324611383854968,2621777.040403772
2521.1024349825707,2,3,23,2.2979683603698122,2664264.7683882066
3152.3908725456004,3,2,10,14.107394113403446,2908720.4721090486
2873.4728949955784,5,3,32,13.681662308175289,3467776.119438601
3938.6155165322307,1,1,22,6.518358399612934,2593613.5083781746
1842.98269,5,4,9,9.512823932164816,3350907.7846012963
2153.4217230413306,3,2,42,6.017830028268293,2411027.1790596168
4534.014931146303,1,4,27,14.64523613230211,3303775.661031427
4764.408657861784,1,1,38,16.865737067117458,2719562.5056928606
4527.256200940488,3,3,16,17.992195323843955,3688457.1120976824
2445.5711734121796,2,1,43,3.560039296280304,2101257.718884801
4033.6082132302795,1,1,25,13.930833162507607,2477860.361469305
2695.877226524835,3,4,24,19.26379307489873,2907335.6698687607
2789.1753494428494,4,1,35,13.047172912212819,2723317.1345814858
1500.5924798520493,5,2,11,7.084385457662071,2818281.448877101
3200.9733343374724,1,3,2,12.755332679433891,2600052.931684376
1418.9979501147309,4,1,49,13.799678441186586,1953178.324337951
2058.8846758956524,1,2,28,8.001241267,1794090.4307077066
4362.132887127715,2,3,43,2.169419915902434,3487350.963350126
1511.133560527763,3,4,23,12.172531363652443,2461789.071
913.0964547631044,1,3,18,16.062601930282863,1309969.1068802122
903.6334074963918,3,4,12,19.95177202674557,2057454.1813176018
4739.451890213675,1,3,15,4.538860308562547,3468621.657039904
2830.449927032072,2,1,39,14.037740586216525,2104143.069896023
2401.4131159948806,2,4,26,0.6580596833048655,2822218.2824356603
4167.865756434841,4,4,5,19.399523066981438,4035615.3349821093
4277.634083,2,4,41,0.35003278433517215,3691489.3038207493
2061.6405457086603,3,1,9,7.240019736610359,2305692.7962264405
3651.9194528846992,2,1,37,1.620415182227021,2773224.340902127
3992.9403897483007,1,3,7,12.45726243600057,2976997.864258457
3480.463022,2,3,17,6.8560459325996685,3082783.510557424
1267.0183291204373,3,1,31,14.685584233476161,1649470.3979950128
4453.885567475051,1,1,16,9.778923526694236,2816037.2313079587
2972.0160320384384,4,4,41,8.446127985404102,3476758.374415455
1842.8786760280163,4,3,1,7.0354753473843585,2940402.749170638
2471.0040159258533,4,3,43,1.8139704235915837,3148895.5175954127
765.3127977551925,1,4,19,4.176014568316374,1668809.025615586
1162.6139253786373,4,4,9,12.818139849270862,2644617.083808219
3968.4057022697875,2,4,8,9.985358203921367,3509168.6051607835
600.0511929,1,2,47,1.4947800869506354,1099802.9128271102
2432.8896453220855,1,2,38,10.924639181033111,1872624.9571446977
2899.044796776589,1,1,40,1.177438962836749,2090646.5372358768
840.3914480042781,5,3,24,10.283366255647765,2559201.3169935015
4881.543917078265,3,4,24,19.30273279328789,3999390.2207776923
1594.9514574985565,5,4,23,6.216156619,3222825.5144688957
1938.4743663996358,5,3,5,14.49771245897929,3118955.8521245494
1937.3470539221203,5,2,29,14.936485607780305,2789616.7329097716
1613.8333133163396,3,3,9,8.156704714881679,2463455.480464854
606.4848171797702,5,1,38,11.906513800520207,1939785.0506837983
3809.117093987184,4,2,30,9.493717204880996,3529357.1210002895
4854.1201991168555,1,3,17,5.738924092245046,3491954.5358178443
1586.8913264541982,1,3,42,15.119367694490743,1545731.2274416015
3517.407643935059,2,1,32,14.086249651403273,2481651.747043781
3864.3438386183466,4,3,18,18.02092240500729,3646426.389313345
4333.071667998309,3,2,22,12.400710975226094,3473194.5325989504
2459.568467,1,4,4,7.835530809804298,2517746.5353381713
1932.8959848178886,5,4,25,14.308750406243234,3219945.902388397
2031.2985897013368,2,4,28,12.418820968216977,2391945.7935906462
3735.5338656334566,2,2,23,12.37062243673263,2870027.402186393
4193.829652624799,1,3,5,17.011771364861602,2996352.317119485
1399.1014581290517,4,3,38,18.21832392106436,2309857.1687475564
2232.140435894167,2,3,3,3.6868091219915775,2592006.9536115695
4568.536866,1,3,47,6.3495994619233835,3186949.362
4149.4514866568525,4,4,41,13.041083449254073,3973576.992447662
4933.376972154893,1,2,25,11.188702550821487,3182587.353165334
3918.6923426011554,1,1,14,13.081290773039239,2492393.2739441106
2330.058884522858,4,2,12,8.716990527,2895362.5498335254
3198.806469576406,4,3,39,8.307536372949384,3402925.4254335323
3508.4627186882094,4,3,21,2.441312714668712,3765078.023155048
945.2055917953454,1,2,12,12.510599978080162,1227063.7144403867
2995.7866200570065,2,2,38,3.598134486,2600603.538411966
3721.0116452794823,3,4,16,13.453329753195643,3576112.145680146
1336.2137376046658,3,3,35,19.344737640276623,1970885.0341011176
4034.7795566724512,1,2,38,5.202615266778279,2788010.3911049776
3168.6002342620914,1,3,47,2.928830876457135,2555396.417706221
4789.775857069417,2,2,24,0.581087381,3627939.0990172145
786.6581121103235,4,3,33,7.638661008272247,2240228.753994034
1767.4350052440548,1,2,20,4.3707600712521755,1760975.2193013013
3246.837068919226,5,3,24,9.888002520564326,3770331.402152644
1904.863613706095,4,1,24,10.533689957055735,2386430.9258162505
3743.466321913466,1,4,21,7.051622113104323,3090373.636798964
3939.6232430964965,5,1,22,15.023133823335037,3624021.8631858653
1051.0702418924875,2,4,24,18.105652747173096,1808094.9841070992
2860.959642509778,5,4,13,4.309309646086153,3943966.5464374833
2839.118444600646,1,2,13,16.742325690781914,2084385.6265890016
2224.8353889483806,3,1,25,2.7106392051320247,2397877.8284758674
4704.869395306558,1,4,39,4.651173472415596,3529084.1463092845
4241.027807442173,3,3,29,11.272172156052328,3614743.3787043574
3667.7212804024016,2,2,25,6.2009716262366466,2949514.1257807855
3743.0371972339894,2,2,37,0.9300447327180348,3032590.622066952
2631.5510327777242,4,3,21,5.967955620024731,3256089.3220926854
4652.3758928249335,4,3,38,18.106916753078362,3938722.529455217
3656.2198799144558,3,4,38,3.567040922244239,3631442.04
3807.5166712855926,3,3,33,15.298642508871241,3297458.4035696886
4391.439976664319,2,2,24,14.473411919489177,3150924.6680466933
1805.9149931056404,5,3,35,2.2138738396784166,3148352.9378635697
4151.111977013493,3,1,12,6.6559149952189465,3347110.606706685
1459.058653008565,3,2,28,3.868190153860328,2176838.4415313937
2119.5045898775065,5,3,41,0.5606886057460962,3308211.440928149
2076.685998787308,4,2,8,3.5435094371943356,2892145.728754085
4905.512060912219,4,4,14,4.1114010385112065,4665200.927790202
4368.763784490878,3,1,30,3.403006921358125,3430994.671922594
3685.147390997143,4,4,43,1.912834467802675,3953989.9242468355
3799.0497511077165,4,1,26,10.57347213120388,3322728.3510340983
3073.1202953713127,4,3,30,6.520516929885848,3420822.727192257
4767.1989352774835,2,2,9,18.174162292021578,3339789.1399026276
2783.538512682391,1,3,50,3.825548013586799,2329931.214173777
2274.277923427536,3,4,36,12.096966338919277,2779872.553
1317.3554824990003,3,2,6,18.022345646886283,1932903.746416092
4059.3048699486553,2,3,31,1.0390740562110699,3418543.871954424
3831.5533011326024,1,3,10,10.373921671685567,2922971.1352369073
2291.1621695061935,1,2,47,9.068309369370622,1793887.8154700017
710.8510214206092,2,2,44,18.58269430074044,1128444.5427998132
4291.588241959247,5,4,27,13.308918980199797,4409288.659479945
650.2391272,5,1,3,7.0483120580456715,2233826.240542366
3696.2790303678244,1,1,47,14.25927224831216,2192626.988321986
4869.131282794651,5,2,44,11.694815012205629,4245342.259257531
2525.709843852095,5,1,30,7.008680970892611,3037354.220612513
1633.8829819821922,5,4,28,15.726448688924222,3027085.435316929
3701.4324441908793,1,1,32,13.396578220146647,2287457.575796824
4195.363824868575,5,2,3,0.20778433701514715,4343199.143798302
3004.293390742528,3,4,46,17.316178659618654,2990496.0402832087
4854.955211127043,1,2,25,8.002128456200493,3207107.954543829
827.3423752950289,2,4,30,12.94440725168769,1769455.960718078
2821.100632539924,5,4,30,7.995689587341175,3765309.442627456
3761.197368,4,2,26,17.63910468025461,3362489.5086088353
4395.618073056387,1,3,24,13.05162537916142,3081449.447049283
1388.7246923942762,2,2,47,11.629785561095764,1591439.5530795401
4120.0153197601985,3,4,35,19.60726853,3557535.207443603
3031.911133161599,2,2,48,5.6847463492069545,2526933.5577009777
2344.836200755838,5,2,30,1.3985603831713267,3259119.811
1179.5461257480117,4,4,42,10.368607614832275,2537073.828681678
4407.301339199214,5,1,36,8.537954892937195,3917564.489845181
1292.0021159907476,2,4,44,9.140371976633196,2007866.5365670272
1963.0665805200367,1,2,43,12.440086281886114,1582404.4827266133
1876.2003406347224,4,4,22,12.340920568416399,2945954.6770533505
4434.221750439759,4,4,34,7.906059437297467,4253662.604578247
3559.893174519151,2,1,3,17.271252776854837,2584194.4498267965
4105.398147642039,5,3,27,13.064024338794594,4121091.505149445
1702.0587546869956,2,2,41,17.80924241426249,1654517.447162565
3349.4460382707953,4,2,40,18.27176271153867,3073960.683008942
3115.6823258324944,2,1,41,3.42951031,2448923.8748279447
4264.453657868393,4,4,12,13.643181290432098,4164036.121229872
4586.783066117547,5,3,0,6.41848609,4629694.729355709
653.4897945,1,2,11,16.744938185514734,1001519.0516442736
3565.687643858688,1,3,42,14.683746435144553,2543841.8113307706
828.0775161268077,2,3,39,4.055078981764475,1702610.0965324317
3014.978126340366,4,4,25,18.780742253414086,3371547.1362062185
1865.5840077921841,1,4,45,13.701232239149226,1898440.2772174247
1949.8170378974212,4,4,45,18.97779875442787,2735025.461964471
2153.017415190369,5,2,22,4.118032326648828,3148820.9791665254
3333.6867758182843,2,3,48,17.407131378532814,2643373.6784428037
2069.8198489425845,4,3,21,13.394649126271142,2826689.860050187
3823.8758225972338,2,2,50,11.090503216274657,2804800.765077441
2379.9204965250265,4,1,27,16.428206707234672,2491069.0322221373
900.7540813638179,4,4,16,12.693991348229625,2481170.131821634
4048.543306930072,5,2,5,13.425043194986882,3995443.707669616
1857.3366282079064,2,4,13,5.148044626696208,2525380.3396743466
2504.1742702367555,3,3,49,16.359368403762698,2544572.6851474415
3615.953086176367,4,2,16,13.041023776313558,3431828.986
2062.8070914543327,4,1,37,16.903344656145944,2273009.570708565
848.9768870455488,1,4,4,7.095386614313335,1727253.629340825
2245.2526068563798,2,3,12,6.701031435873886,2493278.5928150294
4755.573763854935,3,3,47,0.5756689955094374,3995946.4201215967
3423.6313481136563,5,1,8,15.395246003210852,3428583.6720969286
3554.5082541357106,3,1,43,6.673256303125857,2893461.919109656
3382.041476005615,5,4,41,6.611524963145955,4018463.156844206
1475.565411421522,3,3,25,13.804821857947914,2201359.1866561202
2440.6690020500328,3,1,12,5.132092637778606,2522365.5663737617
3904.1351127986004,2,2,18,18.18950768332281,2862950.3208371615
1046.0407492339002,1,1,47,10.807513225978811,936543.0282016911
1822.552214794734,3,2,16,19.392596997302725,2108097.086
1815.804077249756,4,3,15,1.625710007330139,2965060.7565825926
2500.8832814158263,4,4,29,6.802824816149488,3334058.0624892404
4913.622460145614,4,3,31,7.691259833946478,4312658.9514981955
897.0112054088165,1,3,13,14.635372329603538,1355471.074216655
2882.284375274618,3,3,47,4.337948932819213,2984056.1270852424
1389.2046008537259,5,3,14,7.569382482313165,2937887.5688849175
4870.976799802874,5,4,11,18.221786624756074,4680725.585510632
1098.5354208008425,2,1,36,2.379562585411677,1486349.376796505
2375.8444103910015,1,4,10,14.931947613107452,2303956.171037669
3846.6939332722673,3,4,4,14.07945372138664,3686430.810312718
3700.0394833207592,4,4,10,2.6970510242227697,4110751.639280242
2460.0060023333017,1,4,33,13.800964678634653,2253656.6256982754
2124.7063389919604,1,1,18,11.438697407247302,1608252.1394553515
2349.4944656326306,3,3,25,5.821694509167288,2797986.260737287
1762.815557898013,2,1,25,6.291709781545802,1795246.5014224078
1503.464930309919,2,1,16,16.676546279181668,1502874.4576756433
2725.3746692591158,2,3,30,4.697198226697813,2683416.2881999193
1781.5485266974722,4,1,18,10.304332535610719,2359360.530740839
1864.8313255479004,4,4,43,13.654879772333617,2808990.9854315952
3489.726679288051,3,4,19,2.685043717303398,3660835.383402275
4861.564259479525,2,3,22,18.653842037204655,3512378.207099987
3256.0036824612503,3,3,24,5.286622869064871,3266942.3019536454
938.7096550858516,2,3,27,6.4448149677640405,1770131.4462919622
932.5679009578947,1,4,36,13.355703188374221,1483842.8048157801
4786.262172,5,3,11,1.656013778009056,4769683.728
1908.079477352268,5,1,47,12.58949252938047,2531922.8061928423
1005.0947387628919,2,1,0,18.328996207696434,1300640.3633318346
3235.796183461679,3,2,1,5.056902050498352,3176432.969
3344.054624477171,4,2,9,7.301963763013593,3445660.9550826307
3453.421208522228,2,3,33,4.723445754673029,3031914.607271971
1776.5689225731817,2,2,31,16.393498103367385,1770087.4173235605
666.4870105436902,4,4,24,3.4353956877388803,2509208.509621385
4846.067625599676,2,4,9,6.997901885173553,4002748.693200684
1703.929401040851,1,1,49,12.060334246360217,1230430.9336975385
3574.515667431209,4,1,0,8.150633210053384,3388918.0876188544
3709.1714274663223,1,2,31,1.402839358690853,2736201.8446636614
3284.032635149737,5,2,36,18.959641285540343,3347496.409968379
1976.7925345400522,4,4,11,6.824218791,3161584.8095544344
1792.8235165618894,4,1,48,8.968459134019078,2241715.4937048806
3229.740443891894,3,2,50,3.434152170546979,2960860.096639325
4410.820787891443,3,4,17,17.32046975701387,3838673.9169097617
4765.6284072629405,4,1,29,5.8994328785057695,3884498.4641656727
1065.9855393765336,5,4,12,0.4944785636492994,3127776.1165195983
1281.2458954299673,2,4,2,6.396411393,2267367.638
4756.839539,3,1,20,19.68278772220463,3349436.9329830003
3840.755004673087,5,4,41,3.022173169018404,4319606.957060493
4485.1728292510015,5,2,13,0.7209295109716958,4427840.742510384
1491.58359,3,4,39,11.605694245556755,2383350.828290937
3185.3778328813682,2,2,9,7.4961642747034105,2762438.5490509337
3685.014215436884,3,3,1,15.920008454287984,3383779.857
3592.4922959666796,5,3,44,14.664566500788633,3747627.7360718846
2395.8674398134717,1,3,36,3.7898386591865485,2206809.864827323
667.7375234417573,3,4,10,11.336182872586484,2121818.022373466
3164.8746499387576,5,3,0,0.7454765483760891,4032200.7121061743
1713.6467723902786,3,3,25,8.845616739876093,2419583.9695019345
2581.1186830287174,5,4,41,14.309659117170314,3464039.077
4813.356466368797,2,1,12,8.357679962546625,3344197.552037783
2355.7553976267127,5,4,27,2.4472875416212014,3658604.866
4295.127069323477,4,2,35,1.324518381088146,3910746.085144293
1429.578665296705,1,4,20,17.087823050645415,1737705.7897397615
3558.826191310127,5,1,9,17.837406502987356,3442337.8836996336
4898.830599531351,3,3,11,6.927540376234215,4120537.410345309
1048.3296438409218,3,4,45,3.367029260151983,2296497.1548217386
636.6077457996448,5,3,26,19.574462641171998,2261487.538
2507.764287583503,4,2,2,10.962689691664089,2989301.268062787
1007.5521254260157,5,1,27,9.585435369944909,2241740.273418427
3892.891138575418,2,3,1,14.857994173126253,3208958.6039295015
4624.014120933659,4,3,27,3.460499854485096,4272469.981481445
2509.692279918539,5,3,50,11.641795495737826,3236683.148
1738.3312254839402,1,3,30,17.814230892511016,1627553.912996067
2511.374603629083,4,4,42,0.5590628701633861,3399178.9625155916
3783.1703985400045,5,1,20,13.491500166356762,3586428.114047185
639.8383109536323,1,1,6,11.073336719452968,933125.3391920743
3193.5975537326676,5,3,49,19.020935611041576,3436052.9827498193
3298.483413504468,2,1,30,5.248100347452056,2558952.6179075106
3405.8282863421164,3,3,13,17.19194367433482,3158748.1877886793
1664.8971519158597,5,2,38,6.248815467477369,2782145.1847126996
3741.8319828637577,4,2,38,8.654285163651865,3472503.206263159
1002.1225398598162,5,2,8,4.344422538813451,2638845.7372579565
1476.7894804539235,5,1,22,17.285461214131633,2347358.4340486466
4460.868205,5,3,11,3.9886522470068364,4560333.976
3850.381863196892,5,4,28,17.194358565964453,4105976.6783834747
660.4804376,4,4,37,9.166706313153897,2326579.010666199
1692.8555456271208,4,2,38,16.71820132695473,2286736.664378783
1543.3885251699242,5,2,21,5.363322326286314,2824100.734163553
1791.5478433626793,3,1,3,2.7413298132870096,2290620.2435199167
1689.2629892315001,5,4,47,11.143729172702045,3051429.8292660266
875.1157012685212,4,1,6,10.237797634408759,1967474.8160504026
2619.3382730260096,2,2,39,7.196486822270298,2335412.3181719165
3824.0272890591264,5,3,7,13.290146228914445,4075883.638055592
3269.619589,5,3,34,1.9933422922744801,3889615.8666371875
3560.635341831551,5,3,8,12.477821390811075,3955434.1612038715
957.0563855594522,5,2,50,4.313946260654715,2406922.1856709495
4786.559124777864,1,1,12,2.6661956648238125,3144628.567196773
4289.364068909309,5,3,38,18.201202784494583,4055330.8968690806
4142.397401380916,4,4,19,9.249935646961308,4155872.905855549
4221.128742183777,4,4,20,15.291995744601685,4069397.374304172
4703.926236,1,2,46,1.8734268761254913,3149167.4984738827
2994.717451,5,4,18,1.2435510723210585,4047160.622108031
1481.240878617554,3,4,1,9.947559037,2601342.176670511
3313.847874551181,5,2,43,6.379467915748102,3579007.4970649458
3868.6785721389315,4,1,39,0.19765512093870435,3500059.101755009
3846.836530757712,2,3,29,3.7475634334874517,3268139.9148134245
2894.3757063342723,2,2,22,4.453632758260112,2612788.1161062513
901.2183650677434,3,4,39,5.841276455168767,2203456.571534814
2232.8969290925625,5,3,12,17.562957983162686,3169862.2229873445
4651.373077238773,1,3,32,8.469990369526176,3260959.6493331804
3171.5752029326745,5,3,31,13.620704570494023,3623046.428160774
2968.660550325139,3,2,27,0.4660822439645061,3004681.548387597
1782.9554632816514,3,3,23,16.297120989869068,2315208.229947762
2221.175247632947,3,1,41,4.882545989508703,2272609.6221306166
4539.522792273945,2,4,27,6.249882645317649,3774436.661334937
3532.437409118077,5,2,29,1.000602996542067,3865879.5627325145
4064.5029177102647,5,2,40,8.252888828874946,3931866.6003819513
2599.1198614976825,1,3,28,17.066277777526896,2082907.2933026205
3373.0877656070948,3,4,33,7.636811736593754,3433480.566
1692.887878470113,3,3,50,18.18124488805221,2097491.9595783297
3704.0276532473395,4,3,21,17.36220730353437,3564442.5986572998
2481.4458682946843,4,2,24,1.3330227655870868,3058735.396939918
2547.2002651848807,2,1,13,6.174911681258071,2249774.817071596
3457.0182281382795,5,4,9,18.217304419597465,3983835.9437815077
4719.634734463278,1,4,9,0.6931979552459292,3765626.3262310377
881.6279250779321,1,4,7,15.339584863714313,1563695.183368997
4228.870244326834,3,4,13,18.137916785110214,3751349.705
1886.4856858136498,1,1,44,15.432778826882952,1279260.1844734831
2553.2455998280625,3,2,37,14.901904908417563,2458257.6198499976
696.4186466100394,5,1,31,16.88277993478128,1920226.6427137114
1924.6027424709773,1,3,44,13.349212264537023,1739990.0440490656
2811.5774675725743,3,2,31,8.519614156781135,2745069.368754982
847.1747403287317,5,1,2,1.3488354715675979,2451283.5788373314
2760.8212092859267,5,4,19,15.780552155787474,3634472.479631531
4679.286767,3,4,12,18.11454741691374,3982025.3532545827
1063.730159674343,3,2,22,10.280570584908684,1880926.586243315
3963.5392035322193,2,1,18,10.69695844167022,2842503.3510370227
2402.5526348543676,5,2,15,8.125410984506747,3228441.0158413663
3482.7643439070876,3,4,35,17.151963955593793,3288015.810945986
1745.0410311350092,5,1,34,0.3945857488752439,2759301.7186943176
1301.7659551819766,1,4,46,12.528516137342184,1634985.572948462
1306.0355027933963,4,2,46,18.15752064539888,2024540.2565930376
910.1645608298364,4,2,49,2.1541242780921213,2131672.7129573934
1416.8455015654692,3,2,6,19.187374294219957,1959348.1830026528
3522.5652939514603,3,2,36,19.35679546429877,2858819.6557940724
4479.438692111436,5,2,7,18.602800406607464,4097336.2560278857
4182.153016601112,3,3,24,9.304667309841257,3649656.080208048
3614.590963,5,2,22,7.721103060342716,3807546.3386213277
1085.9001990088518,3,2,9,14.14835995678854,1879655.8184729724
1872.4247637021792,5,4,29,6.441935337087425,3327046.593213659
1963.1502514188635,3,2,32,1.4600486465982518,2457047.070881784
1699.8105641495333,2,1,10,18.03830105090442,1603812.1791609956
2866.024902722782,5,2,34,12.733635592641914,3273012.658
2956.4367854705592,2,3,26,4.222374516,2828443.8205196727
2170.298290752885,2,2,2,0.4663303708308594,2430495.4560641428
2156.6722984403186,2,4,46,14.497967741933026,2323049.7124858163
4245.644630786758,2,1,48,17.07071846301147,2706080.8642374673
4072.8885326066165,1,1,49,8.172386755401709,2492669.4492995916
1954.301659395281,4,2,7,1.709874395977587,2872626.2598824063
4620.669153042341,1,2,12,13.007562630236961,3054856.242020749
4792.386074811026,3,2,41,6.008888139474482,3735688.192720341
2037.6671849321797,3,2,2,2.964539826510511,2614215.714040197
2159.4697746894412,4,4,19,10.256891448604064,3144269.976476957
2824.790275056619,4,4,45,9.688690125355931,3358294.2531255083
4740.931575148164,4,1,44,10.383731140639462,3707464.083
4455.805505826171,2,2,34,16.49625323882806,3092650.6062408416
1051.299035367795,1,4,12,9.742463061305942,1735473.1745620961
2328.0152703942313,3,4,19,18.020757536942675,2773265.4025625796
3034.833234898996,1,1,23,16.852031330481097,1930048.9089441935
2813.782879226776,1,1,8,13.05720739073572,1970420.2099029908
1452.9974989223278,1,3,29,1.231351966345589,1821544.6282385692
4378.793793139881,4,4,24,17.312393350310423,4087821.948
3578.5394451860843,4,1,15,18.120883385990144,3116524.9729775568
4286.796849347936,3,4,7,7.563437976754827,4021802.583243189
4378.562829137678,3,4,43,10.570420017166505,3827545.9323298265
3892.765756129255,3,2,27,5.692311345706691,3362209.5692548114
2532.5266454987564,1,2,11,0.39285504674709915,2268079.1399187534
3286.405722067868,4,2,50,9.641076120250704,3165054.2567332378
1305.607787,2,2,23,2.6742435702148617,1848991.9401634552
3564.039836889594,1,4,48,3.748161733508993,2931729.6018789345
1388.7143252528354,5,3,28,9.666145151283004,2825707.177705075
3653.378198,1,3,14,17.35406298550244,2674280.7575166137
1610.2319073174622,4,3,17,16.90819016791022,2546625.0684048445
1117.225720660968,5,4,6,19.304861586457672,2807188.546705648
1327.2517566290128,1,3,12,9.705344308616414,1674191.9102464952
608.7653949639092,4,4,18,11.084977303317798,2357356.069519916
3762.454318555533,4,1,47,16.460113062769175,3081697.8161267005
3822.564615856868,2,3,42,14.023500866953482,2985485.2086936818
2865.7067396183415,1,4,4,3.7381599273565507,2802763.0893663573
1309.9963246436882,4,1,25,8.023677566590129,2134197.529094359
967.6390850470349,3,2,1,18.590269912322146,1771687.0623813919
684.1674523240629,4,1,32,3.0079301515263768,1886598.0412358213
1329.291978646971,2,1,47,4.266191843125368,1508995.0705652956
4519.764353925846,4,3,36,8.073134834229053,4083092.3983826595
1662.7621034873998,1,2,24,18.80349524204546,1399984.065007108
2158.793839755749,1,2,24,2.3649810181851993,1976770.217618488
1063.520131717866,5,3,38,13.491553097191922,2536601.9220194123
1578.3897408919493,1,1,29,2.729238225850107,1454283.0240332899
2884.5881114329027,5,4,40,10.53757060811736,3696215.5616584215
3274.111805620871,3,3,3,10.777613913478639,3271176.5426451806
1679.5501823313286,2,1,18,0.9482595200304709,1895482.8188693721
854.0215005905158,3,4,26,19.08694404,1979944.7876724894
2320.544624160554,5,3,46,16.151790341693445,3071909.423350726
1630.4948320758701,4,3,38,6.126798610372494,2667384.3619348025
1566.0372622111286,4,2,23,2.699423407013733,2578703.0810696073
4823.396331939203,3,2,49,6.977971589178568,3691811.652290348
3311.7221380731858,4,2,36,17.896103270260248,3082611.9217357053
3050.265149957222,5,4,24,2.7404035771816697,4014997.421539295
2429.4104555026165,2,3,28,7.051410256663042,2498349.940722365
2487.3550670926347,1,2,30,9.936658050830097,1959617.2906340326
2979.982016887556,5,2,44,0.7543979040544618,3519575.968467006
3664.2911509588716,5,3,34,5.433870881760901,4018141.075948535
3689.4428232000496,1,4,27,11.953114481997586,2935332.0400643907
1355.453193903978,1,2,37,6.546895166195459,1426461.611732397
2800.496109137159,2,1,43,17.42345626302986,2001451.8474122996
2412.6156181500487,2,4,49,18.741631832512386,2351148.090529094
